2,64,Zero Motivation: The Guy with Cloud Envy!,CANON,2003-12-24,7.5
2,65,"Dancing Leaf Squirming Sand",CANON,2003-12-31,8.3
2,66,Bushy Brow’s Jutsu: Sasuke Style!,MIXED,2004-01-14,8.9
2,67,"Late for the Show But Ready to Go! The Ultimate",CANON,2004-01-14,7.1
2,68,Zero Hour! The Destruction of the Hidden Leaf,CANON,2004-01-28,7.8
2,69,Village in Distress: A New A-Ranked Mission!,MIXED,2004-02-04,7.3
2,70,A Shirker’s Call to Action: A Layabout No More!,MIXED,2004-02-11,7.0
2,71,An Unrivaled Match: Hokage Battle Royale!,MIXED,2004-02-18,7.3
2,72,A Mistake from the Past: A Face Revealed!,MIXED,2004-02-25,8.9
2,73,Forbidden Secret Technique: Reaper Death Seal!,CANON,2004-03-03,8.1
2,74,Astonishing Truth! Gaara’s Identity Emerges!,MIXED,2004-03-10,7.3
2,75,Sasuke’s Decision: Pushed to the Edge!,CANON,2004-03-17,8.2
2,76,Assassin of the Moonlit Night,CANON,2004-03-24,7.7
2,77,Light vs. Dark: The Two Faces of Gaara,CANON,2004-03-31,8.7
2,78,Naruto’s Ninja Handbook,CANON,2004-04-07,7.9
2,79,Beyond the Limit of Darkness and Light,CANON,2004-04-14,7.4
2,80,"The Third Hokage Forever…",CANON,2004-04-21,7.4
2,81,Return of the Morning Mist,CANON,2004-04-28,9.0
2,82,Eye to Eye: Sharingan vs. Sharingan!,CANON,2004-05-05,7.1
2,83,Jiraiya: Naruto’s Potential Disaster!,MIXED,2004-05-12,7.7
2,84,"Roar Chidori! Brother vs. Brother!",CANON,2004-05-19,8.9
2,85,Hate Among the Uchihas: The Last of the Clan!,CANON,2004-05-26,7.1
2,86,A New Training Begins: I Will Be Strong!,CANON,2004-06-02,8.9
2,87,Keep on Training: Pop Goes the Water Balloon!,CANON,2004-06-09,7.1
2,88,Focal Point: The Mark of the Leaf,CANON,2004-06-16,8.2
2,89,An Impossible Choice: The Pain Within,CANON,2004-06-23,7.7
2,90,Unforgivable! A Total Lack of Respect!,CANON,2004-07-07,8.6
2,91,Inheritence! The Necklace of Death!,CANON,2004-07-14,8.5
2,92,A Dubious Offer! Tsunade’s Choice!,CANON,2004-07-21,9.0
2,93,Breakdown! The Deal is Off!,CANON,2004-07-28,8.0
2,94,Attack! Fury of the Rasengan!,CANON,2004-08-04,7.5
2,95,The Fifth Hokage! A Life on the Line!,CANON,2004-08-11,7.0
2,96,Deadlock! Sannin Showdown!,CANON,2004-08-11,7.8
2,97,Kidnapped! Naruto’s Hot Spring Adventure!,FILLER,2004-08-18,8.9
2,98,Tsunade’s Warning: Ninja No More!,MIXED,2004-08-25,7.8
2,99,The Will of Fire Still Burns!,MIXED,2004-09-01,7.6
2,100,Sensei and Student: The Bond of the Shinobi,MIXED,2004-09-08,8.4
3,101,Gotta See! Gotta Know! Kakashi-Sensei’s True Face!,FILLER,2004-09-15,8.7
3,102,Mission: Help an Old Friend in the Land of Tea,FILLER,2004-09-22,8.9
3,103,The Race is on! Trouble on the High Seas!,FILLER,2004-09-29,7.4
3,104,Run Idate Run! Nagi Island Awaits!,FILLER,2004-10-13,7.4
3,105,A Fierce Battle of Rolling Thunder!,FILLER,2004-10-20,8.4
3,106,The Last Leg: A Final Act of Desperation,FILLER,2004-10-27,7.3
3,107,The Battle Begins: Naruto vs. Sasuke,CANON,2004-11-03,7.9
3,108,Bitter Rivals and Broken Bonds,CANON,2004-11-10,7.3
3,109,An Invitation from the Sound,CANON,2004-11-17,7.4
3,110,Formation! The Sasuke Retrieval Squad,CANON,2004-11-24,8.9
3,111,Sound vs. Leaf,CANON,2004-11-24,7.2
3,112,Squad Mutiny: Everything Falls Apart!,MIXED,2004-12-01,8.5
3,113,"Full Throttle Power! Choji Ablaze!",MIXED,2004-12-08,8.7
3,114,Good-bye Old Friend…! I’ll Always Believe in You!,MIXED,2004-12-15,7.1
3,115,Your Opponent Is Me!,CANON,2004-12-22,7.8
3,116,360 Degrees of Vision: The Byakugan’ Blind Spot,CANON,2005-01-05,8.8
3,117,Losing is Not an Option!,CANON,2005-01-05,7.8
3,118,The Vessel Arrives Too Late,CANON,2005-01-12,8.7
3,119,Miscalculation: A New Enemy Appears!,CANON,2005-01-19,7.9
3,120,Roar and Howl! The Ultimate Tag Team,CANON,2005-02-02,7.4
3,121,To Each His Own Battle,CANON,2005-02-09,7.6
3,122,Fakeout: Shikamaru’s Comeback!,CANON,2005-02-16,8.7
3,123,The Leaf’s Handsome Devil!,CANON,2005-02-23,8.7
3,124,The Beast Within,CANON,2005-03-02,8.1
3,125,The Sand Shinobi: Allies of the Leaf,CANON,2005-03-09,8.7
3,126,Showdown: Gaara vs. Kimimaro!,MIXED,2005-03-16,8.5
3,127,Vengeful Strike! The Bracken Dance,MIXED,2005-03-30,8.4
3,128,A Cry on Deaf Ears,CANON,2005-03-30,8.4
3,129,Brothers: Distance Among the Uchiha,CANON,2005-04-06,7.7
3,130,"Father and Son the Broken Crest",MIXED,2005-04-13,7.2
3,131,The Secrets of the Mangekyo Sharingan!,MIXED,2005-04-20,8.2
3,132,For a Friend,CANON,2005-04-27,7.6
3,133,A Plea From a Friend,CANON,2005-05-04,8.6
3,134,The End of Tears,CANON,2005-05-11,8.7
3,135,The Promise That Could Not Be Kept,CANON,2005-05-18,8.7
3,136,Deep Cover!? A Super S-Ranked Mission!,FILLER,2005-05-25,8.9
3,137,"A Town of Outlaws the Shadow",FILLER,2005-06-01,8.6
3,138,"Pure Betrayal and a Fleeting Plea!",FILLER,2005-06-08,7.2
3,139,Pure Terror! The House of Orochimaru,FILLER,2005-06-15,8.9
3,140,Two Heartbeats: Kabuto’s Trap,FILLER,2005-06-22,7.8
3,141,Sakura’s Determination,MIXED,2005-06-29,7.8
3,142,The Three Villains from the Maximum,MIXED,2005-07-06,7.0
3,143,Tonton! I’m Counting on You!,FILLER,2005-07-13,8.3
3,144,A New Squad! Two People and a Dog?!,FILLER,2005-07-20,7.3
3,145,A New Formation: Ino-Shika-Cho!,FILLER,2005-07-27,7.5
3,146,Orochimaru’s Shadow,FILLER,2005-08-10,8.9
3,147,A Clash of Fate: You Can’t Bring Me Down,FILLER,2005-08-17,8.3
3,148,Search for the Rare Bikochu Beetle,FILLER,2005-08-17,8.0
3,149,What’s the Difference? Don’t All,FILLER,2005-08-24,7.9
3,150,A Battle of Bugs: The Deceivers and the Deceived,FILLER,2005-08-31,8.3
4,151,Blaze Away Byakugan: This Is My Ninja Way,FILLER,2005-09-14,7.3
4,152,Funeral March for the Living,FILLER,2005-09-21,8.9
4,153,A Lesson Learned: The Iron Fist of Love,FILLER,2005-09-28,8.5
4,154,The Enemy of the Byakugan,FILLER,2005-10-05,8.9
4,155,The Dark Creeping Clouds,FILLER,2005-10-12,7.1
4,156,Raiga’s Counterattack,FILLER,2005-10-19,7.6
4,157,Run! The Curry of Life,FILLER,2005-10-26,7.1
4,158,Follow My Lead! The Great Survival,FILLER,2005-11-02,7.1
4,159,Bounty Hunter from the Wilderness,FILLER,2005-11-09,8.1
4,160,Hunt or Be Hunted?! Showdown at the O.K.,FILLER,2005-11-16,8.4
4,161,The Appearance of Strange Visitors,FILLER,2005-11-23,8.5
4,162,The Cursed Warrior,FILLER,2005-11-30,9.0
4,163,The Tactician’s Intent,FILLER,2005-12-07,8.5
4,164,Too Late for Help,FILLER,2005-12-14,7.8
4,165,The Death of Naruto,FILLER,2005-12-21,7.2
4,166,When Time Stands Still,FILLER,2006-01-04,7.3
4,167,When Egrets Flap Their Wings,FILLER,2006-01-04,7.8
4,168,"Mix It Stretch It Boil It Up! Burn",FILLER,2006-01-18,7.5
4,169,Remembrance: The Lost Page,FILLER,2006-01-25,8.8
4,170,The Closed Door,FILLER,2006-02-01,8.4
4,171,Infiltration: The Set-Up!,FILLER,2006-02-08,8.6
4,172,Despair: A Fractured Heart,FILLER,2006-02-15,8.9
4,173,The Battle at Sea: The Power Unleashed!,FILLER,2006-02-22,7.9
4,174,Impossible! Celebrity Ninja Art,FILLER,2006-03-01,8.5
4,175,The Treasure Hunt is On!,FILLER,2006-03-08,8.3
4,176,"Run Dodge Zigzag! Chase or Be Chased!",FILLER,2006-03-15,7.5
4,177,"Please Mr. Postman!",FILLER,2006-03-22,8.9
4,178,Encounter! The Boy with a Star’s Name,FILLER,2006-03-29,8.3
4,179,The Remembered Lullaby,FILLER,2006-04-05,7.8
4,180,Hidden Jutsu: The Price of The Ninja Art: Kujaku,FILLER,2006-04-12,7.9
4,181,"Hoshikage The Buried Truth",FILLER,2006-04-19,8.4
4,182,"Reunion The Remaining time",FILLER,2006-04-26,7.3
4,183,The Star’s Radiance,FILLER,2006-05-03,8.2
4,184,Kiba’s Long Day!,FILLER,2006-05-10,7.1
4,185,A Legend from the Hidden Leaf: The Onbaa!,FILLER,2006-05-17,7.0
4,186,Laughing Shino,FILLER,2006-05-24,8.0
4,187,Open for Business! The Leaf Moving Service,FILLER,2006-05-31,8.7
4,188,Mystery of the Targeted Merchants,FILLER,2006-06-07,7.3
4,189,A Limitless Supply of Ninja Tools,FILLER,2006-06-14,7.3
4,190,The Byakugan Sees the Blind Spot,FILLER,2006-06-21,8.6
4,191,Forecast: Death! Cloudy with Chance of Sun,FILLER,2006-06-28,9.0
4,192,Ino Screams! Chubby Paradise!,FILLER,2006-07-05,8.2
4,193,Viva Dojo Challenge! Youth Is All About Passion!,FILLER,2006-07-12,7.6
4,194,The Mysterious Curse of the Haunted Castle,FILLER,2006-07-19,8.3
4,195,The Third Super-Beast!,FILLER,2006-07-26,7.6
4,196,Hot-Blooded Confrontation: Student vs. Sensei,FILLER,2006-08-09,8.1
4,197,Crisis! The Hidden Leaf 11 Gather!,FILLER,2006-08-16,7.1
4,198,The ANBU Gives Up? Naruto’s Recollection,FILLER,2006-08-23,7.0
4,199,The Missed Target,FILLER,2006-08-30,7.9
4,200,The Powerful Helper,FILLER,2006-09-13,9.0
4,201,Multiple Traps! Countdown to Destruction,FILLER,2006-09-20,7.1
4,202,The Top 5 Ninja Battles,FILLER,2006-09-27,8.4
4,203,"Kurenai’s Decision Squad 8 Left Behind",FILLER,2006-10-05,8.1
4,204,Yakumo’s Sealed Ability,FILLER,2006-10-05,8.7
4,205,Kurenai’s Top-Secret Mission: The Promise,FILLER,2006-10-05,8.2
